,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
194,Herbert Jones,SF,24,NOP,46,46,28.7,3.3,7.6,0.44,0.7,2.6,0.28,2.6,5.0,0.522,0.487,2.0,2.7,0.748,1.3,2.5,3.9,2.2,1.6,0.7,1.3,3.2,9.4
205,Ousmane Dieng,SF,19,OKC,19,0,14.9,1.7,4.1,0.416,0.7,2.4,0.289,1.0,1.7,0.594,0.5,0.1,0.3,0.4,0.4,2.2,2.6,1.4,0.3,0.3,0.6,1.2,4.2
220,Caleb Houstan,SF,20,ORL,34,2,16.1,1.5,3.6,0.41,1.0,2.5,0.388,0.5,1.1,0.459,0.545,0.3,0.4,0.846,0.7,1.5,2.2,0.5,0.2,0.1,0.4,1.4,4.2
222,Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
228,Danuel House Jr.,SF,29,PHI,37,2,14.8,1.5,3.2,0.458,0.6,1.9,0.333,0.8,1.3,0.646,0.558,0.8,1.1,0.7,0.2,1.5,1.8,0.7,0.2,0.2,0.4,1.2,4.4
234,Mikal Bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9.0,0.503,0.529,2.8,3.1,0.897,1.0,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2
235,Torrey Craig,SF,32,PHO,59,49,25.8,3.0,6.6,0.452,1.3,3.2,0.405,1.7,3.4,0.497,0.551,0.5,0.6,0.73,2.1,3.7,5.8,1.6,0.7,0.6,1.0,2.4,7.7
245,Josh Hart,SF,27,POR,51,51,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5
247,Kevin Knox,SF,23,POR,4,0,5.0,0.3,1.0,0.25,0.0,0.8,0.0,0.3,0.3,1.0,0.25,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.3,1.0
254,Kessler Edwards,SF,22,SAC,2,0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
260,Dominick Barlow,SF,19,SAS,11,0,10.1,1.3,2.4,0.538,0.0,0.4,0.0,1.3,2.0,0.636,0.538,0.8,0.9,0.9,1.3,1.3,2.5,0.6,0.2,0.2,0.5,1.9,3.4
262,Keita Bates-Diop,SF,27,SAS,47,25,20.6,3.1,6.4,0.492,0.6,1.6,0.364,2.5,4.7,0.536,0.538,1.4,1.8,0.791,1.0,2.4,3.4,1.2,0.7,0.3,0.8,1.0,8.3
263,Malaki Branham,SF,19,SAS,47,14,22.4,3.7,8.4,0.446,1.2,3.7,0.314,2.6,4.7,0.55,0.515,0.8,1.0,0.792,0.4,1.8,2.2,2.0,0.5,0.1,1.1,1.7,9.5
267,Jordan Hall,SF,21,SAS,9,0,9.2,1.0,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1.0,0.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1
269,Keldon Johnson,SF,23,SAS,54,54,32.6,7.8,17.4,0.446,2.1,6.5,0.324,5.7,10.9,0.519,0.506,4.1,5.3,0.774,0.9,4.0,4.8,2.8,0.7,0.2,2.1,1.9,21.8
270,Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8
274,OG Anunoby,SF,25,TOR,48,48,35.8,6.1,13.4,0.453,1.8,5.1,0.356,4.3,8.3,0.514,0.522,2.4,2.9,0.825,1.4,3.9,5.4,2.0,2.0,0.8,2.1,3.0,16.4
279,Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0
282,Ron Harper Jr.,SF,22,TOR,4,0,3.5,1.0,1.8,0.571,0.5,1.0,0.5,0.5,0.8,0.667,0.714,0.0,0.0,,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,2.5
290,Saddiq Bey,SF,23,TOT,56,32,28.6,4.6,11.3,0.407,2.0,5.5,0.358,2.6,5.8,0.454,0.494,3.3,3.8,0.863,1.1,3.5,4.6,1.5,0.9,0.2,1.0,1.6,14.5
292,Mikal Bridges,SF,26,TOT,61,61,36.1,6.4,13.8,0.468,1.9,4.7,0.395,4.6,9.1,0.505,0.535,2.9,3.2,0.899,1.0,3.4,4.5,3.5,1.2,0.8,1.4,2.0,17.7
296,Kessler Edwards,SF,22,TOT,16,1,5.8,0.4,1.8,0.214,0.1,0.9,0.143,0.3,0.9,0.286,0.25,0.1,0.1,0.5,0.4,0.6,1.0,0.3,0.2,0.1,0.3,0.2,0.9
325,Simone Fontecchio,SF,27,UTA,33,0,9.9,1.3,3.6,0.35,0.8,2.5,0.305,0.5,1.2,0.447,0.454,0.5,0.7,0.773,0.5,0.6,1.1,0.5,0.2,0.2,0.5,1.0,3.8
330,Deni Avdija,SF,22,WAS,58,33,26.3,3.3,7.4,0.439,0.9,3.1,0.294,2.4,4.4,0.539,0.499,1.7,2.2,0.752,1.0,5.2,6.2,2.6,0.9,0.5,1.5,2.9,9.1
342,Corey Kispert,SF,23,WAS,52,32,27.0,3.3,6.8,0.476,1.8,4.5,0.408,1.4,2.3,0.607,0.61,1.0,1.1,0.864,0.4,2.3,2.7,1.2,0.6,0.1,0.8,1.3,9.3
344,Nassir Little,SF,22,POR,39,2,17.3,2.4,5.0,0.48,1.2,2.8,0.426,1.2,2.3,0.545,0.597,0.6,0.9,0.657,0.5,2.2,2.6,1.0,0.4,0.4,0.5,1.1,6.6
360,Lauri Markkanen,SF,25,UTA,56,56,34.4,8.5,16.6,0.513,3.0,7.4,0.408,5.5,9.2,0.599,0.605,5.1,5.8,0.883,1.8,6.7,8.5,1.8,0.6,0.6,1.9,2.1,25.2
361,Naji Marshall,SF,25,NOP,57,19,24.6,3.3,7.8,0.428,1.0,3.1,0.311,2.4,4.7,0.506,0.49,1.8,2.4,0.778,0.7,3.0,3.7,2.5,0.8,0.2,1.2,1.5,9.5
363,Cody Martin,SF,27,CHO,7,0,19.1,2.0,5.1,0.389,0.4,2.0,0.214,1.6,3.1,0.5,0.431,0.6,1.0,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0
364,Kenyon Martin Jr.,SF,22,HOU,60,27,26.6,4.6,8.3,0.559,0.9,2.7,0.319,3.8,5.6,0.674,0.611,1.7,2.6,0.658,1.5,4.1,5.6,1.6,0.5,0.4,1.2,1.8,11.8
369,Bennedict Mathurin,SF,20,IND,62,6,28.3,5.5,12.7,0.43,1.4,4.3,0.325,4.1,8.4,0.485,0.485,4.9,5.9,0.828,1.1,3.0,4.1,1.5,0.6,0.1,1.8,2.1,17.3
376,Jalen McDaniels,SF,25,TOT,62,21,25.6,3.7,8.3,0.448,1.1,3.3,0.325,2.6,5.0,0.529,0.513,1.5,1.8,0.829,0.8,3.9,4.7,1.9,1.1,0.5,1.3,2.8,10.0
377,Jalen McDaniels,SF,25,CHO,56,21,26.7,3.9,8.8,0.447,1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6
378,Jalen McDaniels,SF,25,PHI,6,0,16.0,1.7,3.7,0.455,0.3,0.7,0.5,1.3,3.0,0.444,0.5,0.7,1.2,0.571,1.3,2.3,3.7,1.0,0.5,0.0,0.2,2.2,4.3
379,Doug McDermott,SF,31,SAS,53,0,20.5,3.6,7.9,0.459,1.8,4.4,0.409,1.8,3.5,0.525,0.574,0.7,1.0,0.745,0.3,1.8,2.2,1.5,0.2,0.1,0.9,1.8,9.8
386,Khris Middleton,SF,31,MIL,19,7,21.4,4.8,11.5,0.417,1.4,4.7,0.289,3.4,6.7,0.508,0.477,2.4,2.6,0.92,0.7,3.4,4.2,4.1,0.6,0.2,2.1,2.2,13.4
389,Josh Minott,SF,20,MIN,11,0,6.2,1.3,2.5,0.519,0.1,0.4,0.25,1.2,2.1,0.565,0.537,0.5,0.5,1.0,0.5,1.5,2.0,0.3,0.3,0.5,0.0,0.6,3.2
394,Chima Moneke,SF,27,SAC,2,0,4.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0
404,Trey Murphy III,SF,22,NOP,59,46,29.1,4.4,9.2,0.475,2.1,5.5,0.389,2.2,3.7,0.603,0.591,1.8,2.0,0.908,0.8,2.8,3.6,1.3,1.0,0.5,0.8,2.0,12.7
407,Keegan Murray,SF,22,SAC,58,56,29.7,4.3,9.7,0.447,2.5,6.0,0.414,1.8,3.7,0.502,0.576,0.9,1.1,0.8,1.1,3.4,4.6,1.1,0.8,0.6,0.8,1.9,12.0
411,Svi Mykhailiuk,SF,25,TOT,15,0,4.7,0.7,1.7,0.44,0.5,1.1,0.5,0.2,0.6,0.333,0.6,0.2,0.4,0.5,0.1,0.5,0.6,0.1,0.1,0.0,0.3,0.2,2.2
412,Svi Mykhailiuk,SF,25,NYK,13,0,3.1,0.5,0.9,0.5,0.5,0.8,0.6,0.0,0.2,0.0,0.75,0.2,0.4,0.6,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6
413,Svi Mykhailiuk,SF,25,CHO,2,0,15.5,2.5,6.5,0.385,1.0,3.0,0.333,1.5,3.5,0.429,0.462,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,6.0
416,Aaron Nesmith,SF,23,IND,55,43,24.6,3.3,8.0,0.416,1.5,4.2,0.349,1.9,3.8,0.49,0.508,1.6,1.8,0.87,0.8,2.9,3.8,1.2,0.8,0.4,0.9,3.4,9.7
428,Jordan Nwora,SF,24,TOT,42,3,15.8,2.1,5.4,0.39,1.0,2.8,0.379,1.1,2.7,0.402,0.487,0.9,1.1,0.826,0.7,2.4,3.2,1.1,0.4,0.2,0.9,0.9,6.2
429,Jordan Nwora,SF,24,MIL,38,3,15.7,2.0,5.2,0.386,1.1,2.7,0.392,0.9,2.5,0.379,0.487,1.0,1.1,0.86,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0
430,Jordan Nwora,SF,24,IND,4,0,16.5,3.3,7.8,0.419,1.0,3.5,0.286,2.3,4.3,0.529,0.484,0.3,0.8,0.333,0.5,3.5,4.0,2.3,0.8,0.0,0.8,0.5,7.8
431,Royce O'Neale,SF,29,BRK,57,52,33.0,3.1,7.9,0.395,2.2,5.5,0.402,0.9,2.4,0.38,0.535,0.6,0.8,0.739,0.6,4.1,4.7,3.8,0.8,0.7,1.6,3.1,9.1
432,Chuma Okeke,SF,24,ORL,19,7,21.3,1.7,4.6,0.364,0.9,3.2,0.295,0.7,1.4,0.519,0.466,0.8,1.1,0.762,1.1,3.0,4.1,1.4,0.6,0.5,0.5,1.8,5.2
435,Isaac Okoro,SF,22,CLE,64,34,21.2,2.3,4.6,0.491,0.8,2.2,0.355,1.5,2.4,0.618,0.577,1.0,1.4,0.736,0.7,1.9,2.6,1.1,0.7,0.4,0.6,1.9,6.3
439,Eugene Omoruyi,SF,25,OKC,23,2,11.8,1.9,4.1,0.468,0.3,1.3,0.258,1.6,2.7,0.571,0.511,0.7,1.2,0.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,2.0,4.9
440,Cedi Osman,SF,27,CLE,60,0,21.0,3.3,7.2,0.453,1.4,4.1,0.348,1.8,3.1,0.591,0.552,1.0,1.5,0.659,0.3,2.0,2.3,1.6,0.5,0.1,0.7,1.6,8.9
441,Kelly Oubre Jr.,SF,27,CHO,38,30,31.9,7.3,17.2,0.423,2.2,7.1,0.31,5.1,10.0,0.504,0.488,2.9,4.0,0.73,1.4,3.7,5.1,1.1,1.5,0.3,1.3,3.0,19.7
456,Michael Porter Jr.,SF,24,DEN,45,45,29.3,6.3,13.1,0.48,3.0,7.3,0.409,3.3,5.8,0.569,0.594,1.5,1.9,0.8,0.9,4.5,5.4,1.0,0.6,0.5,1.1,2.2,17.0
457,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1.0,1.0,1.0,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5
465,Taurean Prince,SF,28,MIN,37,2,21.3,3.2,6.4,0.496,1.4,3.4,0.397,1.8,3.0,0.609,0.602,0.8,1.0,0.833,0.3,2.1,2.4,1.6,0.5,0.4,1.2,2.4,8.5
472,Cam Reddish,SF,23,TOT,25,13,22.9,3.3,7.4,0.451,1.1,3.4,0.326,2.2,3.9,0.561,0.527,1.6,1.7,0.907,0.4,1.3,1.7,1.3,0.9,0.4,0.8,1.7,9.3
473,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4.0,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4
474,Cam Reddish,SF,23,POR,5,5,27.0,4.4,9.6,0.458,2.2,6.0,0.367,2.2,3.6,0.611,0.573,2.0,2.0,1.0,0.6,1.8,2.4,2.6,1.6,0.2,1.2,2.2,13.0
486,Duncan Robinson,SF,28,MIA,31,0,17.7,2.2,6.1,0.356,1.6,4.9,0.32,0.6,1.1,0.514,0.487,0.6,0.7,0.909,0.3,1.6,1.9,1.2,0.4,0.0,0.7,2.0,6.5
502,Matt Ryan,SF,25,TOT,32,0,9.5,1.3,3.3,0.374,1.0,2.6,0.386,0.3,0.8,0.333,0.523,0.3,0.4,0.833,0.1,0.7,0.8,0.5,0.2,0.0,0.2,0.8,3.8
503,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9
504,Matt Ryan,SF,25,MIN,20,0,8.7,1.3,2.9,0.431,1.0,2.4,0.396,0.3,0.5,0.6,0.595,0.3,0.4,0.857,0.1,0.5,0.6,0.6,0.2,0.1,0.2,0.7,3.8
509,Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5
536,Max Strus,SF,26,MIA,60,27,29.9,4.3,10.7,0.399,2.5,7.6,0.336,1.8,3.2,0.55,0.517,1.2,1.3,0.875,0.7,2.8,3.6,2.2,0.6,0.2,1.0,2.2,12.3
539,Cole Swider,SF,23,LAL,6,0,6.7,0.5,1.5,0.333,0.5,1.3,0.375,0.0,0.2,0.0,0.5,0.0,0.0,,0.2,1.0,1.2,0.7,0.0,0.0,0.0,0.5,1.5
540,Jae'Sean Tate,SF,27,HOU,22,7,21.5,3.4,7.2,0.468,0.4,1.4,0.29,3.0,5.8,0.512,0.497,1.3,1.9,0.667,1.5,2.2,3.7,2.6,0.6,0.2,1.6,3.3,8.4
557,Juan Toscano-Anderson,SF,29,TOT,33,7,12.6,1.1,2.2,0.486,0.2,0.7,0.217,0.9,1.5,0.608,0.52,0.3,0.5,0.733,0.5,1.8,2.3,0.9,0.4,0.2,0.6,1.6,2.7
558,Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1.0,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7
559,Juan Toscano-Anderson,SF,29,UTA,3,0,16.7,1.0,2.7,0.375,0.3,1.0,0.333,0.7,1.7,0.4,0.438,0.0,0.0,,0.7,4.3,5.0,1.3,0.7,0.3,1.0,2.0,2.3
575,Franz Wagner,SF,21,ORL,61,61,33.2,6.9,14.1,0.485,1.7,4.6,0.369,5.2,9.5,0.541,0.545,3.4,4.1,0.833,0.9,3.1,4.0,3.5,0.9,0.2,2.1,2.3,18.8
577,Ish Wainright,SF,28,PHO,44,1,15.5,1.5,3.8,0.389,1.0,2.8,0.344,0.5,1.0,0.524,0.518,0.5,0.6,0.84,0.8,1.3,2.2,1.0,0.8,0.3,0.4,2.0,4.4
578,Jabari Walker,SF,20,POR,40,0,9.1,1.1,2.4,0.443,0.1,0.7,0.192,1.0,1.8,0.535,0.469,0.5,0.7,0.724,0.8,1.2,2.1,0.5,0.1,0.2,0.4,1.0,2.8
584,T.J. Warren,SF,29,PHO,2,0,7.5,1.5,2.5,0.6,0.5,0.5,1.0,1.0,2.0,0.5,0.7,0.0,0.0,,0.5,2.0,2.5,0.0,0.5,0.0,0.0,0.5,3.5
588,Yuta Watanabe,SF,28,BRK,44,0,17.8,2.3,4.4,0.521,1.2,2.5,0.482,1.1,1.9,0.571,0.657,0.7,0.9,0.744,0.6,1.9,2.5,0.9,0.4,0.3,0.4,1.5,6.5
598,Jack White,SF,25,DEN,15,0,3.1,0.5,1.1,0.438,0.2,0.5,0.375,0.3,0.5,0.5,0.531,0.1,0.2,0.667,0.2,0.3,0.5,0.1,0.1,0.1,0.1,0.5,1.3
599,Joe Wieskamp,SF,23,TOR,3,0,8.0,1.0,2.7,0.375,1.0,2.3,0.429,0.0,0.3,0.0,0.563,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.3,0.3,3.0
601,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1
611,Ziaire Williams,SF,21,MEM,29,3,16.9,2.3,5.5,0.419,0.7,2.8,0.244,1.6,2.7,0.603,0.481,0.4,0.6,0.765,0.4,2.0,2.4,0.8,0.4,0.2,1.0,1.8,5.8
613,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1.0,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8
